Timestamp,CPU_Percent,Memory_MB,Virtual_MB,ProcessName
2026-05-14 20:33:21,0,19.51,2036.94,purehttp
2026-05-14 20:33:22,0.00,19.51,2036.94,purehttp
2026-05-14 20:33:23,0.00,19.51,2036.94,purehttp
2026-05-14 20:33:24,0.00,19.51,2036.94,purehttp
2026-05-14 20:33:25,0.00,19.51,2036.94,purehttp
2026-05-14 20:33:26,0.00,19.51,2036.94,purehttp
2026-05-14 20:33:27,0.00,19.51,2036.94,purehttp
2026-05-14 20:33:28,0.00,19.51,2036.94,purehttp
2026-05-14 20:33:29,0.00,19.51,2036.94,purehttp
2026-05-14 20:33:30,0.00,19.51,2036.94,purehttp
2026-05-14 20:33:31,0.25,19.51,2036.94,purehttp
2026-05-14 20:33:32,0.00,19.51,2036.94,purehttp
2026-05-14 20:33:33,0.00,19.51,2036.94,purehttp
2026-05-14 20:33:34,0.12,19.51,2036.94,purehttp
2026-05-14 20:33:36,0.12,18.95,2036.94,purehttp
2026-05-14 20:33:37,0.12,18.97,2036.94,purehttp
2026-05-14 20:33:38,0.25,19.04,2036.94,purehttp
2026-05-14 20:33:39,0.00,19.04,2036.94,purehttp
2026-05-14 20:33:40,0.25,19.10,2036.94,purehttp
2026-05-14 20:33:41,0.00,19.10,2036.94,purehttp
2026-05-14 20:33:42,0.25,19.14,2036.94,purehttp
2026-05-14 20:33:43,0.25,19.16,2036.94,purehttp
2026-05-14 20:33:44,0.25,19.23,2036.94,purehttp
2026-05-14 20:33:45,0.25,19.25,2036.94,purehttp
2026-05-14 20:33:46,0.25,19.27,2036.94,purehttp
2026-05-14 20:33:47,0.25,19.30,2036.94,purehttp
2026-05-14 20:33:48,0.25,19.32,2036.94,purehttp
2026-05-14 20:33:49,0.38,19.32,2036.94,purehttp
2026-05-14 20:33:51,0.25,19.33,2036.94,purehttp
2026-05-14 20:33:52,0.50,19.38,2036.94,purehttp
2026-05-14 20:33:53,0.25,19.27,2036.94,purehttp
2026-05-14 20:33:54,0.38,19.08,2036.94,purehttp
2026-05-14 20:33:55,0.38,19.08,2036.94,purehttp
2026-05-14 20:33:56,0.38,19.13,2036.94,purehttp
2026-05-14 20:33:57,0.50,19.16,2036.94,purehttp
2026-05-14 20:33:58,0.38,19.17,2036.94,purehttp
2026-05-14 20:33:59,0.50,19.23,2036.94,purehttp
2026-05-14 20:34:00,0.25,19.25,2036.94,purehttp
2026-05-14 20:34:01,0.50,19.27,2036.94,purehttp
2026-05-14 20:34:02,0.38,19.27,2036.94,purehttp
2026-05-14 20:34:03,0.50,19.27,2036.94,purehttp
2026-05-14 20:34:04,0.25,19.27,2036.94,purehttp
2026-05-14 20:34:05,0.38,19.29,2036.94,purehttp
2026-05-14 20:34:07,0.50,19.30,2036.94,purehttp
2026-05-14 20:34:08,0.25,19.30,2036.94,purehttp
2026-05-14 20:34:09,0.50,19.30,2036.94,purehttp
2026-05-14 20:34:10,0.25,19.30,2036.94,purehttp
2026-05-14 20:34:11,0.38,19.31,2036.94,purehttp
2026-05-14 20:34:12,0.38,19.32,2036.94,purehttp
2026-05-14 20:34:13,0.50,19.39,2036.94,purehttp
2026-05-14 20:34:14,0.38,19.39,2036.94,purehttp
