Timestamp,CPU_Percent,Memory_MB,Virtual_MB,ProcessName
2026-05-14 20:36:46,0,20.80,2037.19,purehttp
2026-05-14 20:36:47,0.00,20.80,2037.19,purehttp
2026-05-14 20:36:48,0.00,20.80,2037.19,purehttp
2026-05-14 20:36:49,0.00,20.80,2037.19,purehttp
2026-05-14 20:36:50,0.00,20.80,2037.19,purehttp
2026-05-14 20:36:51,0.00,20.80,2037.19,purehttp
2026-05-14 20:36:52,0.00,20.80,2037.19,purehttp
2026-05-14 20:36:53,0.00,20.80,2037.19,purehttp
2026-05-14 20:36:54,0.00,20.80,2037.19,purehttp
2026-05-14 20:36:55,0.12,20.80,2037.19,purehttp
2026-05-14 20:36:56,0.25,20.07,2037.19,purehttp
2026-05-14 20:36:57,0.00,20.07,2037.19,purehttp
2026-05-14 20:36:59,0.00,20.07,2037.19,purehttp
2026-05-14 20:37:00,0.12,20.07,2037.19,purehttp
2026-05-14 20:37:01,0.12,19.31,2037.19,purehttp
2026-05-14 20:37:02,0.25,19.31,2037.19,purehttp
2026-05-14 20:37:03,0.25,19.45,2037.19,purehttp
2026-05-14 20:37:04,0.12,19.45,2037.19,purehttp
2026-05-14 20:37:05,0.25,19.47,2037.19,purehttp
2026-05-14 20:37:06,0.00,19.47,2037.19,purehttp
2026-05-14 20:37:07,0.38,19.50,2037.19,purehttp
2026-05-14 20:37:08,0.12,19.50,2037.19,purehttp
2026-05-14 20:37:09,0.25,19.54,2037.19,purehttp
2026-05-14 20:37:10,0.12,19.55,2037.19,purehttp
2026-05-14 20:37:11,0.25,19.58,2037.19,purehttp
2026-05-14 20:37:12,0.12,19.59,2037.19,purehttp
2026-05-14 20:37:14,0.25,19.60,2037.19,purehttp
2026-05-14 20:37:15,0.25,19.61,2037.19,purehttp
2026-05-14 20:37:16,0.12,19.61,2037.19,purehttp
2026-05-14 20:37:17,0.50,19.62,2037.19,purehttp
2026-05-14 20:37:18,0.25,19.64,2037.19,purehttp
2026-05-14 20:37:19,0.25,19.64,2037.19,purehttp
2026-05-14 20:37:20,0.50,19.72,2037.19,purehttp
2026-05-14 20:37:21,0.38,19.74,2037.19,purehttp
2026-05-14 20:37:22,0.38,19.74,2037.19,purehttp
2026-05-14 20:37:23,0.38,19.74,2037.19,purehttp
2026-05-14 20:37:24,0.38,19.77,2037.19,purehttp
2026-05-14 20:37:25,0.50,19.52,2037.19,purehttp
2026-05-14 20:37:26,0.50,19.52,2037.19,purehttp
2026-05-14 20:37:27,0.12,19.66,2037.19,purehttp
2026-05-14 20:37:29,0.38,19.66,2037.19,purehttp
2026-05-14 20:37:30,0.38,19.82,2037.19,purehttp
2026-05-14 20:37:31,0.50,19.58,2037.19,purehttp
2026-05-14 20:37:32,0.50,19.61,2037.19,purehttp
2026-05-14 20:37:33,0.62,19.60,2037.19,purehttp
2026-05-14 20:37:34,0.50,19.63,2037.19,purehttp
2026-05-14 20:37:35,0.50,19.63,2037.19,purehttp
2026-05-14 20:37:36,0.62,19.66,2037.19,purehttp
2026-05-14 20:37:37,0.38,19.68,2037.19,purehttp
2026-05-14 20:37:38,0.62,19.83,2037.19,purehttp
2026-05-14 20:37:39,0.38,19.87,2037.19,purehttp
2026-05-14 20:37:40,0.62,19.89,2037.19,purehttp
2026-05-14 20:37:41,0.50,19.75,2037.19,purehttp
2026-05-14 20:37:42,0.50,19.84,2037.19,purehttp
2026-05-14 20:37:43,0.88,19.80,2037.19,purehttp
2026-05-14 20:37:45,0.50,19.61,2037.19,purehttp
2026-05-14 20:37:46,0.88,19.96,2037.19,purehttp
2026-05-14 20:37:47,0.38,19.98,2037.19,purehttp
2026-05-14 20:37:48,0.75,19.85,2037.19,purehttp
2026-05-14 20:37:49,0.38,19.63,2037.19,purehttp
2026-05-14 20:37:50,1.00,19.99,2037.19,purehttp
2026-05-14 20:37:51,0.25,19.66,2037.19,purehttp
2026-05-14 20:37:52,1.00,19.87,2037.19,purehttp
2026-05-14 20:37:53,0.50,19.89,2037.19,purehttp
2026-05-14 20:37:54,0.88,20.02,2037.19,purehttp
2026-05-14 20:37:55,0.62,19.70,2037.19,purehttp
2026-05-14 20:37:56,0.88,19.83,2037.19,purehttp
2026-05-14 20:37:57,0.75,19.77,2037.19,purehttp
2026-05-14 20:37:58,0.88,19.76,2037.19,purehttp
2026-05-14 20:38:00,0.75,20.00,2037.19,purehttp
2026-05-14 20:38:01,0.75,20.02,2037.19,purehttp
2026-05-14 20:38:02,0.88,19.82,2037.19,purehttp
2026-05-14 20:38:03,0.88,19.86,2037.19,purehttp
2026-05-14 20:38:04,1.00,20.00,2037.19,purehttp
2026-05-14 20:38:05,0.50,20.06,2037.19,purehttp
2026-05-14 20:38:06,1.25,19.85,2037.19,purehttp
2026-05-14 20:38:07,0.38,19.50,2037.19,purehttp
2026-05-14 20:38:08,1.38,19.99,2037.19,purehttp
2026-05-14 20:38:09,0.50,19.60,2037.19,purehttp
