Timestamp,CPU_Percent,Memory_MB,Virtual_MB,ProcessName
2026-05-13 10:51:09,0,560.05,13738.90,next-server (v1
2026-05-13 10:51:10,0.50,560.05,13738.90,next-server (v1
2026-05-13 10:51:11,0.62,560.05,13738.90,next-server (v1
2026-05-13 10:51:12,0.88,560.09,13738.90,next-server (v1
2026-05-13 10:51:13,1.00,560.09,13738.90,next-server (v1
2026-05-13 10:51:14,0.75,560.09,13738.90,next-server (v1
2026-05-13 10:51:15,0.62,560.09,13738.90,next-server (v1
2026-05-13 10:51:16,0.75,560.10,13738.90,next-server (v1
2026-05-13 10:51:17,0.62,560.10,13738.90,next-server (v1
2026-05-13 10:51:18,0.62,560.13,13738.90,next-server (v1
2026-05-13 10:51:19,0.88,560.13,13738.90,next-server (v1
2026-05-13 10:51:21,1.00,560.13,13738.90,next-server (v1
2026-05-13 10:51:22,0.88,560.13,13738.90,next-server (v1
2026-05-13 10:51:23,1.00,560.15,13738.90,next-server (v1
2026-05-13 10:51:24,1.00,560.15,13738.90,next-server (v1
2026-05-13 10:51:25,0.88,560.43,13742.90,next-server (v1
2026-05-13 10:51:26,2.12,563.59,13742.90,next-server (v1
2026-05-13 10:51:27,1.00,563.73,13742.90,next-server (v1
2026-05-13 10:51:28,2.50,563.76,13742.90,next-server (v1
2026-05-13 10:51:29,0.75,563.76,13742.90,next-server (v1
2026-05-13 10:51:30,2.12,563.79,13742.90,next-server (v1
2026-05-13 10:51:31,1.38,563.82,13742.90,next-server (v1
2026-05-13 10:51:32,2.38,567.27,13750.90,next-server (v1
2026-05-13 10:51:33,0.88,568.38,13750.90,next-server (v1
2026-05-13 10:51:34,1.88,570.25,13750.90,next-server (v1
2026-05-13 10:51:36,1.12,570.26,13750.90,next-server (v1
2026-05-13 10:51:37,2.12,570.29,13750.90,next-server (v1
2026-05-13 10:51:38,1.12,570.29,13750.90,next-server (v1
2026-05-13 10:51:39,3.25,570.45,13750.90,next-server (v1
2026-05-13 10:51:40,1.25,570.50,13750.90,next-server (v1
2026-05-13 10:51:41,3.38,571.07,13766.90,next-server (v1
2026-05-13 10:51:42,1.00,574.40,13766.90,next-server (v1
2026-05-13 10:51:43,3.12,579.53,13766.90,next-server (v1
2026-05-13 10:51:44,1.62,583.91,13766.90,next-server (v1
2026-05-13 10:51:45,13.12,584.38,13767.65,next-server (v1
2026-05-13 10:51:46,1.88,584.43,13767.65,next-server (v1
2026-05-13 10:51:47,2.75,584.43,13767.65,next-server (v1
2026-05-13 10:51:48,1.75,585.07,13767.65,next-server (v1
2026-05-13 10:51:49,3.62,585.07,13767.65,next-server (v1
2026-05-13 10:51:50,1.75,585.07,13767.65,next-server (v1
2026-05-13 10:51:52,3.38,585.20,13767.65,next-server (v1
2026-05-13 10:51:53,2.00,585.20,13767.65,next-server (v1
2026-05-13 10:51:54,2.50,585.20,13767.65,next-server (v1
2026-05-13 10:51:55,2.38,585.21,13767.65,next-server (v1
2026-05-13 10:51:56,2.25,585.23,13767.65,next-server (v1
2026-05-13 10:51:57,1.50,585.23,13767.65,next-server (v1
2026-05-13 10:51:58,3.00,585.30,13767.65,next-server (v1
2026-05-13 10:51:59,1.62,585.30,13767.65,next-server (v1
2026-05-13 10:52:00,2.50,585.34,13767.65,next-server (v1
2026-05-13 10:52:01,1.50,585.41,13767.65,next-server (v1
2026-05-13 10:52:02,2.75,585.51,13767.65,next-server (v1
2026-05-13 10:52:03,1.38,585.52,13767.65,next-server (v1
2026-05-13 10:52:04,2.62,585.63,13767.65,next-server (v1
2026-05-13 10:52:05,1.62,585.69,13767.65,next-server (v1
2026-05-13 10:52:07,2.50,585.72,13767.65,next-server (v1
2026-05-13 10:52:08,1.75,585.78,13767.65,next-server (v1
2026-05-13 10:52:09,2.88,585.89,13767.65,next-server (v1
2026-05-13 10:52:10,1.62,585.91,13767.65,next-server (v1
2026-05-13 10:52:11,2.12,586.01,13767.65,next-server (v1
2026-05-13 10:52:12,1.62,586.09,13767.65,next-server (v1
2026-05-13 10:52:13,3.00,586.16,13767.65,next-server (v1
2026-05-13 10:52:14,7.25,586.36,13767.65,next-server (v1
2026-05-13 10:52:15,6.00,586.62,13767.65,next-server (v1
2026-05-13 10:52:16,6.38,587.07,13767.65,next-server (v1
2026-05-13 10:52:17,8.00,587.49,13767.65,next-server (v1
2026-05-13 10:52:18,7.25,587.88,13767.65,next-server (v1
2026-05-13 10:52:19,7.75,588.94,13767.65,next-server (v1
2026-05-13 10:52:20,9.38,589.53,13767.90,next-server (v1
2026-05-13 10:52:21,19.38,596.38,13772.15,next-server (v1
2026-05-13 10:52:22,9.88,596.71,13772.15,next-server (v1
2026-05-13 10:52:24,8.62,596.73,13772.15,next-server (v1
2026-05-13 10:52:25,12.88,597.36,13772.15,next-server (v1
2026-05-13 10:52:26,9.88,598.13,13772.15,next-server (v1
2026-05-13 10:52:27,8.50,600.37,13772.15,next-server (v1
2026-05-13 10:52:28,10.00,601.95,13772.15,next-server (v1
2026-05-13 10:52:29,7.62,603.40,13772.15,next-server (v1
2026-05-13 10:52:30,17.25,605.04,13775.15,next-server (v1
2026-05-13 10:52:31,8.62,607.72,13775.15,next-server (v1
2026-05-13 10:52:32,7.62,607.96,13775.15,next-server (v1
2026-05-13 10:52:33,8.12,608.21,13775.15,next-server (v1
2026-05-13 10:52:34,7.75,608.22,13775.15,next-server (v1
2026-05-13 10:52:35,8.12,609.31,13775.15,next-server (v1
2026-05-13 10:52:36,8.12,609.49,13775.15,next-server (v1
2026-05-13 10:52:37,8.25,610.39,13775.15,next-server (v1
2026-05-13 10:52:38,7.00,611.62,13775.15,next-server (v1
2026-05-13 10:52:40,10.12,613.82,13775.15,next-server (v1
2026-05-13 10:52:41,15.00,614.56,13777.40,next-server (v1
2026-05-13 10:52:42,7.75,615.25,13777.40,next-server (v1
2026-05-13 10:52:43,7.38,615.26,13777.40,next-server (v1
2026-05-13 10:52:44,6.25,615.26,13777.40,next-server (v1
2026-05-13 10:52:45,6.50,615.27,13777.40,next-server (v1
2026-05-13 10:52:46,6.50,615.27,13777.40,next-server (v1
2026-05-13 10:52:47,9.00,615.42,13777.40,next-server (v1
2026-05-13 10:52:48,7.25,616.63,13778.65,next-server (v1
2026-05-13 10:52:49,8.00,625.77,13787.90,next-server (v1
2026-05-13 10:52:50,8.12,635.22,13797.65,next-server (v1
2026-05-13 10:52:51,16.62,643.93,13806.90,next-server (v1
2026-05-13 10:52:52,9.88,645.59,13809.15,next-server (v1
2026-05-13 10:52:53,7.00,645.59,13809.15,next-server (v1
2026-05-13 10:52:55,8.12,645.98,13809.15,next-server (v1
2026-05-13 10:52:56,7.75,645.99,13809.15,next-server (v1
2026-05-13 10:52:57,6.75,646.00,13809.15,next-server (v1
2026-05-13 10:52:58,7.25,646.00,13809.15,next-server (v1
2026-05-13 10:52:59,8.12,646.05,13809.15,next-server (v1
2026-05-13 10:53:00,7.50,646.21,13809.15,next-server (v1
2026-05-13 10:53:01,7.88,650.93,13813.65,next-server (v1
2026-05-13 10:53:02,7.75,659.96,13822.65,next-server (v1
2026-05-13 10:53:03,19.00,668.95,13834.40,next-server (v1
2026-05-13 10:53:04,7.38,670.46,13834.40,next-server (v1
2026-05-13 10:53:05,8.00,670.46,13834.40,next-server (v1
2026-05-13 10:53:06,7.50,670.71,13834.40,next-server (v1
2026-05-13 10:53:07,7.38,671.12,13834.40,next-server (v1
2026-05-13 10:53:08,7.38,671.12,13834.40,next-server (v1
2026-05-13 10:53:09,6.75,671.13,13834.40,next-server (v1
2026-05-13 10:53:11,7.62,671.13,13834.40,next-server (v1
2026-05-13 10:53:12,6.88,672.78,13834.40,next-server (v1
2026-05-13 10:53:13,7.38,676.99,13838.65,next-server (v1
2026-05-13 10:53:14,7.25,687.02,13848.15,next-server (v1
2026-05-13 10:53:15,6.88,694.26,13854.65,next-server (v1
2026-05-13 10:53:16,7.62,703.00,13863.90,next-server (v1
2026-05-13 10:53:17,7.62,713.31,13874.16,next-server (v1
2026-05-13 10:53:18,7.75,721.36,13882.16,next-server (v1
2026-05-13 10:53:19,7.25,732.29,13892.66,next-server (v1
2026-05-13 10:53:20,7.25,739.57,13899.66,next-server (v1
2026-05-13 10:53:21,7.88,750.07,13910.16,next-server (v1
2026-05-13 10:53:22,7.25,757.19,13917.66,next-server (v1
2026-05-13 10:53:23,7.88,767.87,13928.16,next-server (v1
2026-05-13 10:53:24,6.00,774.84,13935.16,next-server (v1
2026-05-13 10:53:26,2.38,776.99,13936.91,next-server (v1
2026-05-13 10:53:27,7.50,786.58,13946.41,next-server (v1
2026-05-13 10:53:28,6.00,791.14,13950.66,next-server (v1
2026-05-13 10:53:29,6.88,796.64,13955.91,next-server (v1
2026-05-13 10:53:30,4.62,799.79,13959.16,next-server (v1
2026-05-13 10:53:31,5.75,804.42,13963.66,next-server (v1
2026-05-13 10:53:32,3.25,805.96,13965.41,next-server (v1
2026-05-13 10:53:33,3.62,808.44,13967.41,next-server (v1
2026-05-13 10:53:34,2.38,809.86,13969.16,next-server (v1
2026-05-13 10:53:35,2.00,810.85,13970.16,next-server (v1
2026-05-13 10:53:36,1.88,810.95,13970.16,next-server (v1
2026-05-13 10:53:37,1.75,811.95,13971.16,next-server (v1
2026-05-13 10:53:38,2.38,813.01,13972.16,next-server (v1
2026-05-13 10:53:39,1.88,813.94,13973.41,next-server (v1
2026-05-13 10:53:41,2.25,815.00,13973.91,next-server (v1
2026-05-13 10:53:42,1.38,815.05,13973.91,next-server (v1
2026-05-13 10:53:43,2.12,816.06,13975.16,next-server (v1
2026-05-13 10:53:44,1.62,816.91,13976.16,next-server (v1
2026-05-13 10:53:45,2.50,818.07,13976.91,next-server (v1
2026-05-13 10:53:46,1.38,818.98,13978.41,next-server (v1
2026-05-13 10:53:47,2.00,819.08,13978.41,next-server (v1
2026-05-13 10:53:48,1.62,820.00,13978.91,next-server (v1
2026-05-13 10:53:49,2.12,821.04,13980.41,next-server (v1
2026-05-13 10:53:50,1.62,821.85,13980.91,next-server (v1
2026-05-13 10:53:51,2.50,822.93,13982.16,next-server (v1
2026-05-13 10:53:52,1.38,822.98,13982.16,next-server (v1
2026-05-13 10:53:53,2.38,823.99,13983.16,next-server (v1
2026-05-13 10:53:54,1.62,824.72,13983.91,next-server (v1
2026-05-13 10:53:55,2.12,825.89,13984.91,next-server (v1
2026-05-13 10:53:57,1.50,826.64,13985.66,next-server (v1
2026-05-13 10:53:58,2.12,827.62,13986.66,next-server (v1
2026-05-13 10:53:59,1.38,827.69,13986.66,next-server (v1
2026-05-13 10:54:00,2.25,828.88,13987.91,next-server (v1
2026-05-13 10:54:01,1.50,829.66,13988.66,next-server (v1
2026-05-13 10:54:02,2.50,830.57,13989.16,next-server (v1
2026-05-13 10:54:03,1.62,831.62,13990.66,next-server (v1
2026-05-13 10:54:04,1.75,831.72,13990.66,next-server (v1
2026-05-13 10:54:05,1.75,832.53,13991.41,next-server (v1
2026-05-13 10:54:06,1.50,833.50,13992.66,next-server (v1
2026-05-13 10:54:07,1.62,834.39,13993.41,next-server (v1
2026-05-13 10:54:08,1.62,834.46,13993.41,next-server (v1
