Timestamp,CPU_Percent,Memory_MB,Virtual_MB,ProcessName
2026-05-13 10:54:35,0,837.00,13995.91,next-server (v1
2026-05-13 10:54:36,1.00,837.00,13995.91,next-server (v1
2026-05-13 10:54:37,0.88,837.00,13995.91,next-server (v1
2026-05-13 10:54:38,0.88,837.03,13995.91,next-server (v1
2026-05-13 10:54:39,0.88,837.04,13995.91,next-server (v1
2026-05-13 10:54:40,0.88,837.04,13995.91,next-server (v1
2026-05-13 10:54:41,0.75,837.04,13995.91,next-server (v1
2026-05-13 10:54:42,0.88,837.08,13995.91,next-server (v1
2026-05-13 10:54:43,0.75,837.08,13995.91,next-server (v1
2026-05-13 10:54:44,1.00,837.10,13995.91,next-server (v1
2026-05-13 10:54:45,17.75,747.23,13967.15,next-server (v1
2026-05-13 10:54:47,1.62,747.89,13967.15,next-server (v1
2026-05-13 10:54:48,1.12,747.90,13967.15,next-server (v1
2026-05-13 10:54:49,1.25,748.15,13967.15,next-server (v1
2026-05-13 10:54:50,1.12,748.16,13967.15,next-server (v1
2026-05-13 10:54:51,1.50,748.32,13971.15,next-server (v1
2026-05-13 10:54:52,1.75,751.23,13971.15,next-server (v1
2026-05-13 10:54:53,1.50,751.27,13971.15,next-server (v1
2026-05-13 10:54:54,1.75,751.38,13971.15,next-server (v1
2026-05-13 10:54:55,1.75,751.39,13971.15,next-server (v1
2026-05-13 10:54:56,1.50,751.40,13971.15,next-server (v1
2026-05-13 10:54:57,1.38,751.77,13979.15,next-server (v1
2026-05-13 10:54:58,1.75,755.31,13979.15,next-server (v1
2026-05-13 10:54:59,1.50,757.94,13979.15,next-server (v1
2026-05-13 10:55:00,2.62,758.10,13979.15,next-server (v1
2026-05-13 10:55:02,1.38,758.11,13979.15,next-server (v1
2026-05-13 10:55:03,2.00,758.12,13979.15,next-server (v1
2026-05-13 10:55:04,2.00,758.13,13979.15,next-server (v1
2026-05-13 10:55:05,2.25,758.14,13979.15,next-server (v1
2026-05-13 10:55:06,2.25,758.67,13995.15,next-server (v1
2026-05-13 10:55:07,2.75,762.34,13995.15,next-server (v1
2026-05-13 10:55:08,1.75,764.79,13995.15,next-server (v1
2026-05-13 10:55:09,2.50,771.08,13995.15,next-server (v1
2026-05-13 10:55:10,2.12,771.10,13995.15,next-server (v1
2026-05-13 10:55:11,3.25,771.17,13995.15,next-server (v1
2026-05-13 10:55:12,3.62,771.51,13995.15,next-server (v1
2026-05-13 10:55:13,2.75,771.58,13995.15,next-server (v1
2026-05-13 10:55:14,2.62,771.64,13995.15,next-server (v1
2026-05-13 10:55:15,3.50,771.93,13995.15,next-server (v1
2026-05-13 10:55:16,3.12,771.98,13995.15,next-server (v1
2026-05-13 10:55:18,3.25,772.03,13995.15,next-server (v1
2026-05-13 10:55:19,2.75,772.08,13995.15,next-server (v1
2026-05-13 10:55:20,2.88,772.11,13995.15,next-server (v1
2026-05-13 10:55:21,2.00,772.14,13995.15,next-server (v1
2026-05-13 10:55:22,3.00,772.20,13995.15,next-server (v1
2026-05-13 10:55:23,2.38,772.24,13995.15,next-server (v1
2026-05-13 10:55:24,2.88,772.31,13995.15,next-server (v1
2026-05-13 10:55:25,2.50,772.33,13995.15,next-server (v1
2026-05-13 10:55:26,18.62,774.86,13995.15,next-server (v1
2026-05-13 10:55:27,2.38,774.90,13995.15,next-server (v1
2026-05-13 10:55:28,3.50,775.40,13995.15,next-server (v1
2026-05-13 10:55:29,3.00,775.62,13995.38,next-server (v1
2026-05-13 10:55:30,2.88,775.67,13995.38,next-server (v1
